x,y,status,cost_lawler,cost_places,historical_species_lawler,future_species_lawler,historical_species_refugia_lawler,historical_species_corridors_lawler,future_species_refugia_corridors_lawler,historical_species_places,future_species_places,historical_species_refugia_places,historical_species_corridors_places,future_species_refugia_corridors_places
1101955,1372285,0,1363,20880,0.1,1,1,0,1,0.1,1,1,0.1,1
1111955,1372285,0,886,24682,0,1,0,0,1,0,1,0,0,1
1121955,1372285,0,828,26043,0,1,0,0,1,0,1,0,0,1
1131955,1372285,0,894,25481,0,1,0,0,1,0,1,0,0,1
1151955,1372285,0,899,14200,0,0,0,0,0,0,0.2,0,0,0
1311955,1372285,0,940,4099,0,0,0,0,0,0,0,0,0.4,0.1
1331955,1372285,0,608,4244,0,0,0,0.8,0.1,0,0,0,0.8,0.7
1341955,1372285,0,575,4268,0,0,0,0,0,0,0,0,0,0
1391955,1372285,0,1454,4404,0,0,0,0,0,0,0,0,0.1,0
1401955,1372285,0,1454,4372,0,0,0,0,0,0,0,0,1,0.8
1411955,1372285,0,1454,3743,0,0,0,0,0,0,0,0,0.2,0.2
1421955,1372285,0,1167,3420,0,0,0,0,0,0,0.1,0,0,0
1431955,1372285,0,337,3620,0,0,0,0,0,0,0,0,0,0
1491955,1372285,0,516,3771,0,0,0,0.1,0,0,0,0,0,0
1501955,1372285,0,524,4200,0,0,0,0.4,0,0,0.1,0,0.6,0.2
1511955,1372285,0,936,5296,0,0,0,0,0,0,0.1,0,0,0
1531955,1372285,0,1047,3711,0,0.1,0,0,0,0.1,0.8,0.1,0.3,1
1541955,1372285,0,1654,5326,0,0,0,0,0,0,0.5,0,0,0.3
1551955,1372285,0,1462,7105,0,0,0,0,0,0,0.1,0,0,0.1
1561955,1372285,0,825,8583,0,0.2,0,0,0,0,0.1,0,0,0
1571955,1372285,0,644,6079,0,0.4,0,0,0,0,0.5,0,0,0.3
1591955,1372285,0,1050,5789,0,0.1,0,0,0,0,0.2,0,0,0.3
1601955,1372285,0,905,5374,0,0,0,0,0,0,0.1,0,0,0.6
1611955,1372285,0,931,8535,0,0,0,0,0,0,0,0,0,0.2
1631955,1372285,0,895,11940,0,0,0,0,0,0,0,0,0,0
-1968045,1362285,0,2795,26285,0.8,1,0.9,0.8,1,1,1,1,1,1
-1958045,1362285,0,2794,28388,0.8,1,0.7,0.8,1,1,1,1,1,1
-1948045,1362285,0,2809,71976,0.7,1,0.5,1,1,1,1,1,1,1
-1938045,1362285,0,2835,44698,0.6,0,0.8,0.6,0,1,0,1,1,0
-1928045,1362285,0,2588,15306,0.7,0,0.8,0.8,0,1,0,1,1,0
-1918045,1362285,0,2320,10024,0,1,0,0,1,0,1,0,0,1
-1908045,1362285,0,2024,9877,0.1,0,0,0,0,0.1,0,0.2,0.1,0
-1898045,1362285,0,1761,6775,0.2,0,0.2,0,0,0.5,0,0.5,0.9,0
-1888045,1362285,0,1606,6422,0.3,1,0.2,0.5,1,0.7,1,0.7,1,1
-1878045,1362285,2,1596,2461,1,1,1,1,1,1,1,1,1,1
-1868045,1362285,0,1631,1705,0,1,0,0,1,0,1,0,0,1
-1858045,1362285,2,1597,1564,1,1,1,1,1,1,1,1,1,1
-1828045,1362285,2,1688,2207,1,1,1,1,1,1,1,1,1,1
-1818045,1362285,2,1586,1010,1,1,1,1,1,1,1,1,1,1
-1808045,1362285,2,1586,982,1,1,1,1,1,1,1,1,1,1
-1798045,1362285,2,1586,1011,1,1,1,1,1,1,1,1,1,1
-1788045,1362285,2,1586,1063,1,1,1,1,1,1,1,1,1,1
-1778045,1362285,2,1586,837,1,1,1,1,1,1,1,1,1,1
-1768045,1362285,2,1611,865,1,1,1,1,1,1,1,1,1,1
-1748045,1362285,2,1586,543,1,1,1,1,1,1,1,1,1,1
-1738045,1362285,2,1586,444,1,1,1,1,1,1,1,1,1,1
-1728045,1362285,2,1586,435,1,1,1,1,1,1,1,1,1,1
-1698045,1362285,2,1586,831,1,1,1,1,1,1,1,1,1,1
-1608045,1362285,0,182,1827,0,0,0,0,0,0.6,0,0.6,0.9,0
-1598045,1362285,0,181,1592,0,0,0,0,0,1,0,1,0.9,0
-1588045,1362285,0,181,1736,0,0,0,0,0,0.6,0,0.6,0.6,0
-1578045,1362285,0,422,2651,0,0,0,0,0,0.1,0,0,0,0
-1548045,1362285,0,359,11268,0,0.1,0,0,0.2,0,0,0,0,0
-1538045,1362285,0,359,17286,0,0.1,0,0,0,0,0,0,0,0
-1528045,1362285,0,359,11880,0,0.3,0,0,0,0,0,0,0,0
-1518045,1362285,0,358,4549,0,0.1,0,0,0,0,0.7,0,0,0.8
-1488045,1362285,0,194,8654,0,0,1,0,1,0,0,1,0,1
-1468045,1362285,0,359,10008,0,0.1,0,0,0.1,0,0.1,0,0,0
-1438045,1362285,0,314,11209,0,0,0,0.5,0.4,0,0,0,0,0
-1428045,1362285,2,309,13716,1,1,1,1,1,1,1,1,1,1
-1418045,1362285,2,234,18759,1,1,1,1,1,1,1,1,1,1
-1388045,1362285,0,223,34227,0,0,1,0,1,0,0,1,0,1
-1378045,1362285,0,215,32767,0,0,1,0,1,0,0,1,0,1
-1368045,1362285,0,161,41699,0,0,1,0,1,0,0,1,0,1
-1358045,1362285,0,21,58431,0,0,1,0,1,0,0,1,0,1
-1348045,1362285,0,8,59032,0,0,1,0,1,0,0,1,0,1
-1338045,1362285,0,9,44606,0,0,1,0,1,0,0,1,0,1
-1288045,1362285,0,42,7478,0,0,0,0.1,0.5,0,0,0,0,0
-1278045,1362285,0,66,8744,0,0,0,0.1,0.5,0,0,0,0,0
-1198045,1362285,0,79,1440,0,0,0,0,0.1,0,0,0,0,0
-1188045,1362285,0,79,1823,0,0,0,0,0.1,0,0,0,0,0
-1128045,1362285,0,74,5331,0,0,1,0,1,0,0,1,0,1
-1118045,1362285,0,60,4931,0,0,1,0,1,0,0,1,0,1
-1108045,1362285,0,94,4014,0,0,1,0,1,0,0,1,0,1
-1098045,1362285,2,122,3637,1,1,1,1,1,1,1,1,1,1
-1088045,1362285,2,110,4572,1,1,1,1,1,1,1,1,1,1
-1078045,1362285,2,42,5645,1,1,1,1,1,1,1,1,1,1
-948045,1362285,0,90,5960,0,0,0,0,0,0.3,0,0,0.1,0
-938045,1362285,0,66,7420,0.1,1,0,0,1,0.1,1,0,0.2,1
-928045,1362285,0,104,10465,0,0,1,0,1,0,0,1,0,1
-918045,1362285,0,143,6267,0,0,0,0,0,0.3,0,0,0.3,0
-908045,1362285,0,124,7614,0,0,0,0,0.1,0,0,0,0,0
-858045,1362285,0,95,5822,0,0,0,0.1,0,0,0,0,0,0
-848045,1362285,0,110,4890,0,0,0,0.1,0,0,0,0,0,0
-818045,1362285,0,121,2661,0,0,0,0.4,0.6,0,0,0,0.1,0.2
-808045,1362285,0,121,2605,0,0,0,0.1,0,0,0,0,0,0
-798045,1362285,0,121,2521,0,0,0,0.1,0.1,0,0,0,0,0
-788045,1362285,0,121,3181,0,0,0,0,0.1,0,0,0,0,0
-738045,1362285,0,116,2834,0,0.3,0,0,0,0,0,0,0,0.3
-638045,1362285,0,120,1876,0,0,0,0.8,0.8,0,0,0,0.1,0
-628045,1362285,0,49,1793,0,0,0,0.4,0.6,0,0,0,0,0
-618045,1362285,0,72,2262,0,0,0,0,0.1,0,0,0,0,0
-568045,1362285,0,78,2538,0,0,0,0.8,0.3,0,0,0,0,0
-558045,1362285,0,157,2917,0,0,0,0.8,0.3,0,0,0,0,0
-418045,1362285,0,240,1984,0,0,0,0,0,0,0.4,0,0,0.1
-408045,1362285,0,121,2049,0,0.9,0,0,0.2,0,0.4,0,0,0.7
-388045,1362285,0,43,2148,0,0,0,0.5,0.8,0,0,0,0,0
-378045,1362285,0,43,2206,0,0,0,0.5,0.8,0,0,0,0,0
-338045,1362285,0,436,2599,0,0,0,0,0,0,0,0,0.1,0
-328045,1362285,0,432,2695,0,0,0,0,0,0,0,0,0.1,0
1955,1362285,0,599,2505,0,0.3,0,0,0.8,0.7,1,0.7,1,1
11955,1362285,0,644,2321,0,0.5,0,0,0,0.8,1,0.8,0.6,1
21955,1362285,0,644,2916,0,0.4,0,0,0,0,0.9,0,0,0.7
91955,1362285,0,670,3854,0,0,0,0,0,0.3,0,0.3,0.1,0
121955,1362285,0,773,5045,0,0,0,0,0,0.1,0,0.1,0,0
221955,1362285,0,206,3970,0.6,0,0.8,0.1,0,0.1,0,0.1,0.4,0
231955,1362285,0,214,3838,0.7,0,0.5,1,1,0.2,0,0.2,1,0.1
241955,1362285,0,218,4183,0.5,0,0.7,1,0,0.3,0,0.3,0.7,0
261955,1362285,0,292,16524,0,0,0.2,0.1,0,0,0,0,0,0
421955,1362285,0,494,3949,0,0,0,0,0,0,0,0,0.1,0
711955,1362285,0,693,4418,0,0,0,0,0,0,0.1,0,0.2,0.1
881955,1362285,0,633,3091,0,0,0,0,0,0.2,0.7,0.2,0,0
891955,1362285,0,520,4004,0,0,0,0.1,0,0,0,0,0,0
901955,1362285,2,505,3989,1,1,1,1,1,1,1,1,1,1
1051955,1362285,0,681,18539,0,0.1,0,0,0,0,0.1,0,0,0
1061955,1362285,0,774,18736,0,0.2,0,0,0,0,0.1,0,0,0
1071955,1362285,0,927,19532,0,0.2,0,0,0,0,0,0,0,0
1081955,1362285,0,1556,20232,0,0,1,0,1,0,0,1,0,1
1091955,1362285,0,961,19750,0,0,1,0,1,0,0.1,1,0,1
1101955,1362285,0,889,22948,0,0.1,1,0,1,0,0,1,0,1
1111955,1362285,0,911,24853,0,0.1,0,0,0,0,0,0,0,0
1121955,1362285,0,865,23851,0,0.1,0,0,0,0,0,0,0,0
1261955,1362285,0,1619,7465,0,0.5,0,0,0.5,0,1,0,0,1
1331955,1362285,0,611,4553,0,0,0,0.8,0.2,0,0,0,0.8,0.7
1341955,1362285,0,616,4578,0,0,0,0.8,0.4,0,0,0,0.9,0.5
1411955,1362285,0,1418,4553,0,0,0,0,0,0,0,0.1,0.4,0.1
1421955,1362285,0,420,3706,0,0,0.1,0,0,0,0,0,0,0.1
1431955,1362285,0,348,4235,0,0,0,0,0,0,0,0,0,0
1441955,1362285,0,401,3892,0,0,0,0,0,0,0.1,0,0,0.1
1451955,1362285,0,514,3880,0,0,0,0,0,0,0.1,0,0,0
1501955,1362285,0,564,3586,0,0,0,0.7,0.1,0.1,0.1,0.1,1,1
1531955,1362285,0,1445,4160,0,0,0,0,0,0,0,0,0,0
1641955,1362285,0,960,35414,0,0.1,0,0,0,0,0,0,0,0
-1958045,1352285,0,2804,109426,0.8,1,0.9,0.7,1,1,1,1,1,1
-1948045,1352285,0,2870,125243,1,1,1,1,1,1,1,1,1,1
-1938045,1352285,0,2871,54539,0.7,0,0.7,0.8,0,1,0,1,1,0
-1928045,1352285,0,2864,30161,0.8,0,0.7,0.6,0,1,0,1,1,0
-1918045,1352285,0,2840,12020,0,0,0,0,0,0,0,0.1,0.3,0
-1908045,1352285,0,2829,9735,0,0,0,0,0,0.4,0,0.5,0.5,0
-1898045,1352285,0,2796,7214,0,0,0,0,0,0.5,0,0.5,0.9,0
-1888045,1352285,2,2706,3510,1,1,1,1,1,1,1,1,1,1
-1878045,1352285,2,2394,1535,1,1,1,1,1,1,1,1,1,1
-1868045,1352285,2,2123,1005,1,1,1,1,1,1,1,1,1,1
-1858045,1352285,2,1870,917,1,1,1,1,1,1,1,1,1,1
-1848045,1352285,2,1839,2325,1,1,1,1,1,1,1,1,1,1
-1818045,1352285,0,1586,1281,0,0,0,0,0,0,1,0,0.2,1
-1808045,1352285,2,1586,830,1,1,1,1,1,1,1,1,1,1
-1798045,1352285,0,1586,893,0,0,0,0,0,0.8,1,0.8,0.6,1
-1788045,1352285,2,1586,893,1,1,1,1,1,1,1,1,1,1
-1778045,1352285,2,1586,592,1,1,1,1,1,1,1,1,1,1
-1768045,1352285,2,1586,416,1,1,1,1,1,1,1,1,1,1
-1758045,1352285,2,1586,399,1,1,1,1,1,1,1,1,1,1
-1748045,1352285,2,1586,579,1,1,1,1,1,1,1,1,1,1
-1728045,1352285,0,1586,495,0,0,0,0,0,1,0,1,1,0
-1708045,1352285,0,1605,1307,0,0,0,0,0.1,0.1,1,0.1,0,0.9
-1618045,1352285,0,181,1825,0,0,0,0,0,0.7,0,0.6,0.3,0
-1608045,1352285,0,183,2017,0,0,0,0,0,0.6,0,0.5,0.3,0
-1598045,1352285,0,218,2499,0,0,0,0,0,0.3,0,0.3,0.3,0
-1588045,1352285,0,255,2578,0,0,0,0,0,0,0,0,0.2,0
-1518045,1352285,0,360,9028,0,0,0,0,0,0,0.1,0,0,0
-1498045,1352285,0,355,4324,0,0.1,0,0,0,0,0.6,0,0,0.6
-1488045,1352285,0,351,5010,0,0.3,0,0,0,0,0.4,0,0,0.7
-1478045,1352285,0,348,6571,0,0.2,0,0,0,0,0.4,0,0,0
-1438045,1352285,0,353,12975,0,0,0,0.5,0.4,0,0,0,0,0
-1428045,1352285,2,301,13857,1,1,1,1,1,1,1,1,1,1
-1418045,1352285,2,230,14937,1,1,1,1,1,1,1,1,1,1
-1378045,1352285,0,222,21190,0,0,1,0,1,0,0,1,0,1
-1368045,1352285,0,213,25911,0,0,1,0,1,0,0,1,0,1
-1358045,1352285,0,178,46227,0,0,1,0,1,0,0,1,0,1
-1348045,1352285,0,111,55799,0,0,1,0,1,0,0,1,0,1
-1338045,1352285,0,9,32562,0,0,1,0,1,0,0,1,0,1
-1328045,1352285,0,7,30827,0,0,1,0,1,0,0,1,0,1
-1298045,1352285,0,22,20878,0,0,0,0.1,0.5,0,0,0,0,0
-1288045,1352285,0,32,12691,0,0,0,0.1,0.5,0,0,0,0,0
-1278045,1352285,0,48,8913,0,0,0,0.1,0.5,0,0,0,0,0
-1198045,1352285,0,77,1490,0,0,0,0,0.1,0,0,0,0,0
-1188045,1352285,0,85,1629,0,0,0,0,0.1,0,0,0,0,0
-1118045,1352285,0,71,4190,0,0,1,0,1,0,0,1,0,1
-1108045,1352285,0,117,3246,0,0,0,0,1,0,0,0,0,0
-1098045,1352285,0,120,3192,0,0,0,0,1,0,0,0,0,0
-1088045,1352285,0,104,4360,0,0,0,0,1,0,0,0,0,0
-1078045,1352285,2,49,6451,1,1,1,1,1,1,1,1,1,1
-948045,1352285,0,56,5172,0.1,0,0,0,0,0.5,0,0,0.4,0
-938045,1352285,0,7,6195,1,1,1,0,1,0.2,1,1,0.3,1
-928045,1352285,0,77,7934,0,0,0,0,1,0,0,0,0,0
-918045,1352285,0,114,6770,0,0,0,0,0,0.4,0,0,0.3,0
-858045,1352285,0,113,4370,0,0,0,0.1,0,0,0,0,0,0
-848045,1352285,0,111,3655,0,0,0,0.1,0,0,0,0,0,0
-808045,1352285,0,118,2822,0,0,0,0.1,0.1,0,0,0,0,0
-798045,1352285,0,121,2449,0,0,0,0.1,0.1,0,0,0,0,0
-788045,1352285,0,121,3044,0,0,0,0,0.1,0,0,0,0,0
-718045,1352285,0,156,1855,0,0,0,0,0,0,0,0,0,0
-698045,1352285,0,153,2115,0,0,0,0.1,0,0,0,0,0.1,0
-668045,1352285,0,156,2036,0,0,0,0,0,0,0.6,0,0,0.2
-648045,1352285,0,156,1877,0,0,0,1,1,0,0,0,0.1,0
-638045,1352285,0,113,1727,0,0,0,1,1,0,0,0,0.3,0.1
-628045,1352285,0,57,1895,0,0,0,1,1,0,0,0,1,1
-618045,1352285,0,65,2195,0,0,0,1,1,0,0,0,0.5,0.4
-608045,1352285,0,88,2459,0,0,0,1,1,0,0,0,0,0
-598045,1352285,0,91,2599,0,0,0,1,0.7,0,0,0,0,0
-588045,1352285,0,108,2696,0,0,0,1,0.7,0,0,0,0,0
-578045,1352285,0,116,2781,0,0,0,1,0.7,0,0,0,0,0
-568045,1352285,0,103,2656,0,0,0,0.8,0.3,0,0,0,0,0
-558045,1352285,0,138,2784,0,0,0,0.8,0.3,0,0,0,0,0
-548045,1352285,0,166,2946,0,0,0,0.8,0.3,0,0,0,0,0
-478045,1352285,0,204,2900,0,0,0,0,0,0,0,0,0,0
-318045,1352285,0,441,2490,0,0,0,0,0,0,0,0,0.1,0
-178045,1352285,0,656,4387,0,0,0,0,0,0,0.2,0,0,0
-8045,1352285,0,395,2620,0,1,0,0,1,0.9,1,0.9,1,1
1955,1352285,0,521,2673,0,0.5,0,0,1,0.8,1,0.8,0.9,1
61955,1352285,0,670,3707,0,0,0,0,0,0.6,0,0.6,0.1,0
71955,1352285,0,671,3919,0,0,0,0,0,0.2,0,0.2,0.2,0
81955,1352285,0,670,3955,0,0,0,0,0,0.1,0,0.1,0.2,0
91955,1352285,0,669,3679,0,0,0,0,0,0.2,0,0.2,0.2,0
101955,1352285,0,634,4054,0,0,0,0,0,0.2,0,0.2,0.1,0
201955,1352285,0,195,3752,0,0,0,0.5,0,0,0,0,0,0
211955,1352285,2,232,3365,1,1,1,1,1,1,1,1,1,1
221955,1352285,2,230,3127,1,1,1,1,1,1,1,1,1,1
231955,1352285,2,205,3202,1,1,1,1,1,1,1,1,1,1
241955,1352285,0,188,3918,0.8,0,0.7,1,0,0.3,0,0.3,0.3,0
251955,1352285,0,154,5977,0.8,0,0.9,0.8,0,0,0,0,0,0
261955,1352285,0,281,6370,0.4,0,0.2,0.8,0,0,0,0,0,0
271955,1352285,0,281,5314,0,0,0,0.6,0,0,0,0,0,0
281955,1352285,0,270,5942,0.4,0,0.3,0.2,0,0,0,0,0,0
411955,1352285,0,744,4261,0,0,0,0,0,0,0,0,0.1,0
471955,1352285,0,418,4182,0,0,0,0,0,0,0,0,0,0
611955,1352285,0,515,4271,0,0,0,0,0,0,0,0,0.1,0
631955,1352285,0,517,3562,0,0,0,0,0,0,0,0,0.2,0.1
641955,1352285,0,626,4046,0,0,0,0,0,0,0,0,0.7,0.9
701955,1352285,0,845,6789,0,0,0,0,0,0,0,0,0,0
881955,1352285,0,527,3732,0,0,0,0,0,0.1,0,0.1,0,0
1061955,1352285,0,701,16721,0,0.2,0,0,0,0,0,0,0,0
1071955,1352285,0,853,16382,0,0.2,1,0,1,0,0.1,1,0,1
1081955,1352285,0,879,19720,0,0.1,0,0,0.1,0,0,0,0,0
1091955,1352285,0,812,22757,0,0,0,0,1,0,0,0,0,0
1101955,1352285,0,900,24922,0,0.1,0,0,0,0,0,0,0,0
1141955,1352285,0,762,14040,0,0,0,0,0.1,0,0,0,0,0
1251955,1352285,0,1500,5899,0,0.6,0,0,0.9,0,1,0,0,1
1261955,1352285,0,1607,5571,0,0.5,0,0,0.8,0,1,0,0,1
1271955,1352285,0,1643,5518,0,1,0,0,0.8,0,1,0,0,1
1281955,1352285,0,1599,4662,0,0,0,0,0,0,0,0,0,0
1341955,1352285,0,586,4640,0,0,0,0.8,0.3,0,0,0,0.8,0.7
1401955,1352285,0,1454,7512,0,0,0,0,0,0,0,0,0.1,0.2
1421955,1352285,0,315,4148,0,0,0,0,0,0,0.1,0,0,0
1441955,1352285,0,411,3576,0,0,0,0,0,0.1,0.2,0.1,0,0
1451955,1352285,0,577,3735,0,0,0,0,0,0,0.1,0,0,0
1501955,1352285,0,694,3516,0,0,0,0,0,0,0,0,0,0
1511955,1352285,0,586,3848,0,0,0,0,0,0,0,0,0.3,0.3
1521955,1352285,0,987,4417,0,0,0,0,0,0,0,0,0.3,0.3
-1958045,1342285,0,2796,460633,0.6,1,0.9,0.7,1,0.2,1,0.2,0.5,1
-1948045,1342285,0,2802,216227,1,1,1,1,1,1,1,1,1,1
-1938045,1342285,0,2819,75461,1,1,1,1,1,1,1,1,1,1
-1928045,1342285,0,2814,38884,1,1,1,1,1,1,1,1,1,1
-1918045,1342285,0,2815,9830,1,0,1,1,0,1,0,1,1,0
-1908045,1342285,0,2812,10887,0,0,0,0,0,0.2,0,0.1,0.4,0
-1898045,1342285,2,2794,10417,1,1,1,1,1,1,1,1,1,1
-1888045,1342285,0,2815,4509,0,1,0,0,1,0,1,0,0,1
-1878045,1342285,2,2795,1753,1,1,1,1,1,1,1,1,1,1
-1868045,1342285,2,2834,2123,1,1,1,1,1,1,1,1,1,1
-1858045,1342285,2,2794,936,1,1,1,1,1,1,1,1,1,1
-1848045,1342285,2,2770,862,1,1,1,1,1,1,1,1,1,1
-1838045,1342285,0,896,2807,0,0.5,0,1,1,0,0.7,0,0,1
-1818045,1342285,0,1358,1791,0,0,0,0,0,0,1,0,0,1
-1808045,1342285,0,1467,971,0,0,0,0,0,0.4,1,0.4,0.2,1
-1788045,1342285,0,1586,715,0,1,0,0,1,0,1,0,0,1
-1778045,1342285,0,1586,762,0,1,0,0,1,0,1,0,0,1
-1768045,1342285,2,1586,521,1,1,1,1,1,1,1,1,1,1
-1758045,1342285,2,1586,307,1,1,1,1,1,1,1,1,1,1
-1748045,1342285,2,1586,371,1,1,1,1,1,1,1,1,1,1
-1738045,1342285,2,1586,543,1,1,1,1,1,1,1,1,1,1
-1728045,1342285,0,1588,828,0,0,0,0,0,0.6,0,0.5,0.6,0
-1718045,1342285,0,1589,1436,0,0,0,0,0,0,0,0,0,0
-1708045,1342285,0,1913,7644,0,0,0,0,0,0,0,0,0,0.1
-1648045,1342285,0,181,2862,0,0,0,0,0,0,0,0,0,0
-1618045,1342285,0,181,2935,0,0,0,0,0,0.1,0,0.1,0,0
-1598045,1342285,0,418,3483,0,0,0,0,0,0,0,0,0,0
-1588045,1342285,0,273,3133,0,0,0,0,0,0.1,0,0.1,0,0
-1578045,1342285,2,1342,5122,1,1,1,1,1,1,1,1,1,1
-1518045,1342285,0,1119,13398,0,0,0,0,0,0,0,0,0,0
-1508045,1342285,0,625,7178,0,0,0,0,0,0,0.3,0,0,0.1
-1428045,1342285,2,358,11993,1,1,1,1,1,1,1,1,1,1
-1418045,1342285,2,268,9840,1,1,1,1,1,1,1,1,1,1
-1408045,1342285,2,216,16154,1,1,1,1,1,1,1,1,1,1
-1398045,1342285,0,256,21808,1,1,1,1,1,1,1,1,1,1
-1388045,1342285,0,258,14833,1,1,1,1,1,1,1,1,1,1
-1378045,1342285,0,234,17043,1,1,1,1,1,1,1,1,1,1
-1368045,1342285,0,219,22988,1,0,1,1,1,1,0,1,1,1
-1358045,1342285,0,212,31448,1,1,1,1,1,1,1,1,1,1
-1348045,1342285,0,195,27743,0,0,1,0,1,0,0,1,0,1
-1338045,1342285,0,8,13740,0,0,1,0,1,0,0,1,0,1
-1328045,1342285,0,8,10420,0,0.1,1,0.2,1,0,0,1,0,1
-1318045,1342285,0,12,7470,0,0,1,0,1,0,0,1,0,1
-1308045,1342285,0,8,14363,0,0,0,0.1,0.5,0,0,0,0,0
-1298045,1342285,0,10,21411,0,0,0,0.1,0.5,0,0,0,0,0
-1288045,1342285,0,17,29611,0,0,0,0.1,0.5,0,0,0,0,0
-1278045,1342285,0,27,26463,0,0,0,0.5,1,0,0,0,0,0
-1238045,1342285,0,77,2637,0,0,0,0,0,0,0.1,0,0,0
-1118045,1342285,0,58,3439,0,0,1,0,1,0,0,1,0,1
-1108045,1342285,0,101,2704,0,0,1,0,1,0,0,1,0,1
-1098045,1342285,0,105,2778,0,0,0,0,1,0,0,0,0,0
-1088045,1342285,0,74,3613,0,0,1,0,1,0,0,1,0,1
-1078045,1342285,0,53,4003,0,0,0,0,0.3,0,0,0,0,0
-958045,1342285,0,92,3905,0,0,0,0,0.1,0,0,0,0,0
-948045,1342285,2,31,4795,1,1,1,1,1,1,1,1,1,1
-938045,1342285,0,49,6516,0.1,0,1,0,1,0,0,1,0.2,1
-928045,1342285,0,113,4414,0,0,0,0,0,0.9,0,0.2,0.6,0
-918045,1342285,0,122,4949,0,0,0,0,0,0.6,0,0.1,0.7,0
-908045,1342285,0,114,5176,0,0,0,0.1,0.1,0,0,0,0,0
-898045,1342285,0,113,4896,0,0,0,0.1,0.1,0,0,0,0,0
-808045,1342285,0,120,2687,0,0,0,0.1,0.1,0,0,0,0,0
-798045,1342285,0,121,2538,0,0,0,0.1,0.1,0,0,0,0,0
-738045,1342285,0,131,2000,0,0.4,0,0,0,0,0.2,0,0,0.3
-728045,1342285,0,155,1782,0,0,0,0,0,0,0.7,0,0,0.1
-708045,1342285,0,156,1821,0,0,0,0.1,0,0,0,0,0,0
-698045,1342285,0,156,1818,0,0,0,0.1,0,0,0,0,0,0
-678045,1342285,0,157,2109,0,0,0,0,0,0,0.5,0,0,0
-668045,1342285,0,159,2126,0,0.2,0,0,0,0,0.5,0,0,0.1
-658045,1342285,0,116,1952,0,0.3,0,0,0,0,0.5,0,0,0.5
-648045,1342285,0,115,1915,0,0,0,1,1,0,0,0,1,1
-638045,1342285,0,94,1833,0,0,0,1,1,0,0,0,0,0
-628045,1342285,0,77,2011,0,0,0,1,1,0,0,0,0,0
-618045,1342285,0,69,2255,0,0,0,1,1,0,0,0,0.4,0.1
-608045,1342285,0,94,2377,0,0,0,1,1,0,0,0,0,0
-598045,1342285,0,109,2530,0,0,0,1,0.7,0,0,0,0,0
-588045,1342285,0,120,2791,0,0,0,1,0.7,0,0,0,0,0
-578045,1342285,0,116,2841,0,0,0,1,0.7,0,0,0,0,0
-568045,1342285,0,121,2863,0,0,0,1,0.7,0,0,0,0,0.1
-558045,1342285,0,176,2862,0,0,0,1,1,0,0,0,0,0
-548045,1342285,0,190,3009,0,0,0,1,1,0,0,0,0.3,0.3
-478045,1342285,0,169,2291,0,0,0,0,0,0,0,0,0.1,0
-318045,1342285,0,239,1963,0,0,0,0.3,0,0,0,0,0.6,0
-98045,1342285,0,809,3719,0,0,0,0,0,0,0,0,0,0.1
-18045,1342285,0,388,2560,0,0,0,0,0,0.5,0,0.5,0.4,0.1
-8045,1342285,0,381,2154,0,0.8,0,0,1,1,1,1,0.8,1
1955,1342285,0,571,2021,0,0.8,0,0,0.5,0,1,0,0,1
41955,1342285,0,631,3062,0,0.6,0,0,0.4,0.3,1,0.3,0.2,1
51955,1342285,0,639,2987,0,0.6,0,0,0.3,0.6,0.8,0.6,0.4,0.9
61955,1342285,0,665,3378,0,0,0,0,0,0.6,0,0.6,0.1,0
71955,1342285,0,670,3830,0,0,0,0,0,0.4,0,0.4,0.1,0
81955,1342285,0,670,3379,0,0,0,0,0,0.2,0,0.2,0.2,0
91955,1342285,0,670,2780,0,0,0,0,0,0.4,0,0.4,0.3,0
101955,1342285,0,605,3097,0,0,0,0,0,0.8,0,0.8,0.2,0
111955,1342285,0,587,3768,0,0,0,0,0,0.2,0,0.2,0,0.1
201955,1342285,0,212,3408,0,0,0,1,0,0,0,0,0.1,0
211955,1342285,0,182,3509,0.8,0,0.7,1,1,0.5,0,0.5,0.8,0
221955,1342285,0,170,3988,0.9,0,0.8,1,1,0.3,0,0.3,1,0
231955,1342285,0,149,4370,0.9,0,1,1,1,0.2,0,0.2,0,0
241955,1342285,0,161,4070,0,0,0,0.1,0,0,0,0,0,0
251955,1342285,0,147,4550,0,0,0,0.1,0,0,0,0,0,0
261955,1342285,0,196,4450,0,0,0,0.7,0,0,0,0,0,0
271955,1342285,0,222,4706,0,0,0,0.6,0,0,0,0,0,0
281955,1342285,0,195,5249,0,0,0,0.2,0,0,0,0,0,0
291955,1342285,0,208,5678,0,0,0,0.1,0,0,0,0,0,0
411955,1342285,0,517,3908,0,0,0,0,0,0,0,0,0.4,0
631955,1342285,0,569,3599,0,0,0,0,0,0,0,0,0.5,0.2
1071955,1342285,0,1127,16748,0,0,1,0,1,0,0.2,1,0,1
1081955,1342285,0,799,20380,0,0,0,0,0.1,0,0,0,0,0.1
1251955,1342285,0,886,5261,0,0.9,0,0,1,0,1,0,0,1
1261955,1342285,0,1148,6390,0,0.7,0,0,1,0,1,0,0,1
1271955,1342285,0,1519,6732,0,0.4,0,0,0.6,0,1,0,0,1
1401955,1342285,0,1258,4253,0,0,0,0,0,0,0,0,0.1,0.1
